record,date,DATE2,WEIGHT,QS1,HIDWARD,neighbourhood,gender,QS3,age,concerned (0.5),Q1r2,informed (0.2),Q3,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q4,Q5r1,Q5r2,Q5r3,Q5r5,toronto_action (0.1),Q7,dont_know_how,reduce_emissions,health_threat (0.2),Q8r4,Q8r5,cant_make_difference,Q9r1,Q9r2,Q9r3,Q9r4,Q9r5,Q9r6,Q9r7,energy_efficient,reduce_consumption,drive_less,electric_vehicle,less_meat,reduce_waste,green_products,walk,waste_bins,Q11_Lr1r1,Q11_Lr1r2,Q11_Lr1r3,Q11_Lr1r4,Q11_Lr1r5,Q11_Lr1r6,Q11_Lr1r7,Q11_Lr1r8,Q11_Lr2r1,Q11_Lr2r2,Q11_Lr2r3,Q11_Lr2r4,Q11_Lr2r5,Q11_Lr2r6,Q11_Lr2r7,Q11_Lr2r8,Q11_Lr3r1,Q11_Lr3r2,Q11_Lr3r3,Q11_Lr3r4,Q11_Lr3r5,Q11_Lr3r6,Q11_Lr3r7,Q11_Lr3r8,Q11_Lr4r1,Q11_Lr4r2,Q11_Lr4r3,Q11_Lr4r4,Q11_Lr4r5,Q11_Lr4r6,Q11_Lr4r7,Q11_Lr4r8,Q11_Lr5r1,Q11_Lr5r2,Q11_Lr5r3,Q11_Lr5r4,Q11_Lr5r5,Q11_Lr5r6,Q11_Lr5r7,Q11_Lr5r8,Q11_Lr6r1,Q11_Lr6r2,Q11_Lr6r3,Q11_Lr6r4,Q11_Lr6r5,Q11_Lr6r6,Q11_Lr6r7,Q11_Lr6r8,Q11_Lr7r1,Q11_Lr7r2,Q11_Lr7r3,Q11_Lr7r4,Q11_Lr7r5,Q11_Lr7r6,Q11_Lr7r7,Q11_Lr7r8,Q11_Lr8r1,Q11_Lr8r2,Q11_Lr8r3,Q11_Lr8r4,Q11_Lr8r5,Q11_Lr8r6,Q11_Lr8r7,Q11_Lr8r8,Q11_Lr9r1,Q11_Lr9r2,Q11_Lr9r3,Q11_Lr9r4,Q11_Lr9r5,Q11_Lr9r6,Q11_Lr9r7,Q11_Lr9r8,Q12r1,Q12r2,Q12r3,Q12r4,Q12r5,Q12r6,Q12_R1,Q12r6oe,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13_R1,Q13r10oe,QD1,QD1_R1,D1r5oe,care,care_binary,takes_action,takes_action_binary,home_ownership,QD3r1,noanswerD3_r99,children,noanswerD4_r99,education,income,vdecLang
934,10/15/2018 16:58,15,0.897943000000,m4j,Ward 36,Toronto-Danforth,Woman,1978,40,100,Extremely concerned,75,Flooding  increased storm severity  high winds  invasive species (aquatic and terrestrial),Storms/floods/unusual rainfalls,Climate changes/abnormal weather patterns/erratic weather/extended seasons,Changes in ecosystem/wild life/increase in insects,#NULL!,#NULL!,Yes,Municipal (City),Provincial,Federal,NO TO: None of the above,0,Don’t know,100,100,100,75,75,100,A significant impact,A significant impact,A significant impact,Somewhat of an impact,Somewhat of an impact,A significant impact,A significant impact,100,100,100,80,80,100,100,60,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Verymotivating,Verymotivating,Somewhat motivating,Verymotivating,Somewhat motivating,#NULL!,#NULL!,,Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,Instagram,NO TO: City of Toronto e-newsletters / email,Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Semi-detached house / duplex,#NULL!,,85,1,94.4,1,Own,2,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",0,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Post graduate/professional school,"More than $150,000",English (USA)
941,10/15/2018 17:05,15,0.743604000000,M3J,Ward 8,Humber River-Black Creek,Woman,1961,57,75,Very concerned,50,The seasons have been different form previous years. example temperatures snow accumulations. not so much in Toronto but climate change has caused alot of problems in other countries around the world,Climate changes/abnormal weather patterns/erratic weather/extended seasons,Warm temperatures in Fall/Winter seasons,Other,#NULL!,#NULL!,Yes,NO TO: Municipal (City),NO TO: Provincial,NO TO: Federal,None of the above,67,No,50,100,75,100,100,75,Somewhat of an impact,A significant impact,A significant impact,A significant impact,A significant impact,Somewhat of an impact,A significant impact,80,100,100,40,80,100,40,100,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,NO TO: This is not available for me to do,NO TO: This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,This is too expensive for me,NO TO: This is not available for me to do,NO TO: This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Somewhat motivating,Verymotivating,Somewhat motivating,Somewhat motivating,Somewhat motivating,#NULL!,#NULL!,,NO TO: Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,NO TO: City of Toronto e-newsletters / email,NO TO: Councillor communications,"NO TO: Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,"Multi-unit residence (apartment, condominium building)",#NULL!,,69.2,0,77.55,1,Rent,4,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",0,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,High school or less,"$80,001 to $100,000",English (USA)
962,10/15/2018 17:16,15,0.641285000000,M4n,Ward 27,Don Valley West,Man,1955,63,25,Not very concerned,50,Weather patterns,Climate changes/abnormal weather patterns/erratic weather/extended seasons,#NULL!,#NULL!,#NULL!,#NULL!,Yes,NO TO: Municipal (City),Provincial,Federal,NO TO: None of the above,0,No,50,100,100,100,100,75,A significant impact,A significant impact,Somewhat of an impact,A significant impact,Somewhat of an impact,Somewhat of an impact,A significant impact,100,60,100,80,40,100,100,100,60,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,NO TO: This is not available for me to do,NO TO: This is not convenient for me to do,I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Not very motivating,Verymotivating,Not at all motivating,Somewhat motivating,Somewhat motivating,#NULL!,#NULL!,,NO TO: Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,City of Toronto e-newsletters / email,NO TO: Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,"Multi-unit residence (apartment, condominium building)",#NULL!,,42.5,0,77.55,1,Rent,1,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",#NULL!,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Completed undergraduate degree,"$60,001 to $80,000",English (USA)
968,10/15/2018 17:22,15,0.759095000000,M6H,Ward 16,Davenport,Woman,1961,57,100,Extremely concerned,75,"Extreme weather changes.  High heat and humidity all summer, more flooding and severity causing damage to buildings and infrastructure.  Higher energy demand for AC in the summer months. That crazy heat is also responsible for more deaths and sickness - a breeding ground for germs.  More flip flop winter temperatures causing freeze-thaw cycle also not good for our buildings, roads. Water levels are falling.",Climate changes/abnormal weather patterns/erratic weather/extended seasons,Extreme temperatures/sudden temperature fluctuations/too hot summers/too cold winters,Storms/floods/unusual rainfalls,Weather changes affecting health/infrastructure,#NULL!,Yes,NO TO: Municipal (City),NO TO: Provincial,Federal,NO TO: None of the above,100,No,100,100,100,25,75,100,Somewhat of an impact,Somewhat of an impact,A significant impact,A significant impact,Somewhat of an impact,Somewhat of an impact,A significant impact,80,80,100,60,60,60,80,100,80,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Somewhat motivating,Not very motivating,Not very motivating,Not very motivating,Not very motivating,#NULL!,#NULL!,,Toronto.ca website,City of Toronto events,NO TO: Twitter,Facebook,NO TO: Instagram,City of Toronto e-newsletters / email,Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Townhouse/row house,#NULL!,,95,1,86,1,Own,2,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",0,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Some university,"$40,001 to $60,000",English (USA)
972,10/15/2018 17:26,15,0.656777000000,m8v,Ward 6,#NULL!,Man,1968,50,100,Extremely concerned,75,Flooding and power outages,Storms/floods/unusual rainfalls,Increase in power outages due to storms/heavy rains/snow,#NULL!,#NULL!,#NULL!,Yes,Municipal (City),NO TO: Provincial,Federal,NO TO: None of the above,100,Yes,100,100,100,75,75,100,A significant impact,Somewhat of an impact,A significant impact,Somewhat of an impact,A significant impact,Somewhat of an impact,A significant impact,100,100,100,60,100,100,100,100,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Verymotivating,Verymotivating,Verymotivating,Verymotivating,Verymotivating,#NULL!,#NULL!,,Toronto.ca website,City of Toronto events,Twitter,Facebook,NO TO: Instagram,City of Toronto e-newsletters / email,Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Single-family detached house,#NULL!,,95,1,97.2,1,Own,3,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",1,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Post graduate/professional school,"$80,001 to $100,000",English (USA)
974,10/15/2018 17:21,15,0.779487000000,M1r,Ward 40,Scarborough Centre,Woman,1976,42,25,Not very concerned,75,Cyclical changes in weather.,Climate changes/abnormal weather patterns/erratic weather/extended seasons,#NULL!,#NULL!,#NULL!,#NULL!,No,Municipal (City),Provincial,Federal,NO TO: None of the above,33,No,100,25,25,50,100,100,Somewhat of an impact,A significant impact,A significant impact,A significant impact,A significant impact,No impact,Not much of an impact,100,20,100,20,20,40,100,40,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,This is too expensive for me,This is not available for me to do,NO TO: This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,This is too expensive for me,NO TO: This is not available for me to do,NO TO: This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,This is not available for me to do,This is not convenient for me to do,I’m not interested in making this change,NO TO: Other,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,NO TO: This is not available for me to do,This is not convenient for me to do,I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,This is not available for me to do,This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Not very motivating,Verymotivating,Not at all motivating,Not at all motivating,Not at all motivating,#NULL!,#NULL!,,Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,NO TO: City of Toronto e-newsletters / email,NO TO: Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Single-family detached house,#NULL!,,35.8,0,69.55,0,Own,5,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",3,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Post graduate/professional school,Prefer not to answer,English (USA)
975,10/15/2018 17:39,15,0.704065000000,m1m,Ward 38,Scarborough Southwest,Man,1967,51,50,Very concerned,75,I have seen more evidence of people recycling and using bicycles or walking to the local mall,Other,#NULL!,#NULL!,#NULL!,#NULL!,Yes,NO TO: Municipal (City),Provincial,Federal,NO TO: None of the above,100,No,100,100,100,100,100,100,A significant impact,A significant impact,A significant impact,A significant impact,A significant impact,Somewhat of an impact,A significant impact,100,100,60,60,80,100,100,100,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Verymotivating,Verymotivating,Verymotivating,Verymotivating,Verymotivating,#NULL!,#NULL!,,NO TO: Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,City of Toronto e-newsletters / email,NO TO: Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Single-family detached house,#NULL!,,70,1,93,1,Own,2,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",0,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,"Completed community college, vocational, trade school","$60,001 to $80,000",English (USA)
998,10/15/2018 17:36,15,0.759095000000,M8V,Ward 6,Etobicoke-Lakeshore,Woman,1972,46,100,Extremely concerned,100,Increased rain events and flooding. Increased frequency of 100yr storms.,Storms/floods/unusual rainfalls,Climate changes/abnormal weather patterns/erratic weather/extended seasons,#NULL!,#NULL!,#NULL!,Yes,Municipal (City),Provincial,Federal,NO TO: None of the above,100,Yes,100,100,100,75,50,100,A significant impact,Somewhat of an impact,Somewhat of an impact,A significant impact,A significant impact,A significant impact,A significant impact,100,80,100,100,100,100,100,100,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Verymotivating,Verymotivating,Verymotivating,Somewhat motivating,Somewhat motivating,Verymotivating,Other,Carbon taxes,Toronto.ca website,City of Toronto events,NO TO: Twitter,Facebook,NO TO: Instagram,NO TO: City of Toronto e-newsletters / email,Councillor communications,"NO TO: Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Single-family detached house,#NULL!,,100,1,98.6,1,Own,4,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",2,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Post graduate/professional school,"$100,001 to $150,000",English (USA)
1007,10/15/2018 17:40,15,0.924839000000,M5V,Ward 20,Spadina-Fort York,Woman,1965,53,100,Extremely concerned,75,"Cars, traffic, industry, construction of high rise condos towers, removal of trees",Other,#NULL!,#NULL!,#NULL!,#NULL!,Yes,NO TO: Municipal (City),NO TO: Provincial,Federal,NO TO: None of the above,100,No,75,100,100,100,50,100,A significant impact,A significant impact,A significant impact,A significant impact,A significant impact,Not much of an impact,A significant impact,20,100,40,20,100,100,60,100,100,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,This is not available for me to do,NO TO: This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,NO TO: This is not available for me to do,This is not convenient for me to do,NO TO: I’m not interested in making this change,NO TO: Other,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,This is not available for me to do,NO TO: This is not convenient for me to do,I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Not very motivating,Verymotivating,Somewhat motivating,Verymotivating,Verymotivating,#NULL!,#NULL!,,Toronto.ca website,City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,City of Toronto e-newsletters / email,Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,"Multi-unit residence (apartment, condominium building)",#NULL!,,95,1,78.05,1,Rent,2,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",0,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Post graduate/professional school,"More than $150,000",English (USA)
1011,10/15/2018 17:42,15,0.629881000000,M6P,Ward 17,Parkdale-High Park,Man,1974,44,50,Very concerned,75,Haven't seen any effect so far.,Nothing/haven't seen any impact so far/a typical weather system,#NULL!,#NULL!,#NULL!,#NULL!,No,NO TO: Municipal (City),Provincial,Federal,NO TO: None of the above,0,No,75,75,75,100,100,50,A significant impact,Not much of an impact,Not much of an impact,Not much of an impact,Not much of an impact,Somewhat of an impact,Not much of an impact,80,60,100,60,100,100,100,100,100,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Somewhat motivating,Somewhat motivating,Not very motivating,Somewhat motivating,Somewhat motivating,#NULL!,#NULL!,,Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,City of Toronto e-newsletters / email,NO TO: Councillor communications,"Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,"Multi-unit residence (apartment, condominium building)",#NULL!,,55,0,80,1,Rent,3,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",1,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,Completed undergraduate degree,Prefer not to answer,English (USA)
1012,10/15/2018 17:47,15,0.629881000000,M6l,Ward 12,York South-Weston,Man,1975,43,75,Very concerned,50,The environment,Other,#NULL!,#NULL!,#NULL!,#NULL!,Yes,NO TO: Municipal (City),Provincial,NO TO: Federal,NO TO: None of the above,67,No,50,100,75,100,75,100,Somewhat of an impact,Somewhat of an impact,Somewhat of an impact,A significant impact,Somewhat of an impact,Somewhat of an impact,Somewhat of an impact,60,60,60,40,40,100,100,60,80,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,NO TO: This is not available for me to do,NO TO: This is not convenient for me to do,I’m not interested in making this change,NO TO: Other,NO TO: I don’t know much about this/it’s confusing,NO TO: I don’t think my individual actions for this will make a difference,NO TO: I don’t believe this is effective for addressing climate change,NO TO: This is too expensive for me,NO TO: This is not available for me to do,NO TO: This is not convenient for me to do,I’m not interested in making this change,NO TO: Other,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Somewhat motivating,Somewhat motivating,Somewhat motivating,Not very motivating,Somewhat motivating,Somewhat motivating,Support for community or individual climate action projects,Programs,Toronto.ca website,NO TO: City of Toronto events,NO TO: Twitter,NO TO: Facebook,NO TO: Instagram,NO TO: City of Toronto e-newsletters / email,NO TO: Councillor communications,"NO TO: Advertising campaigns (e.g., print, radio, online or television ads, transit ads, street signage, etc.)","NO TO: Brochures, pamphlets",NO TO: Other (please specify),NO TO: Not interested in receiving information,#NULL!,,Single-family detached house,#NULL!,,69.2,0,71.5,1,Own,4,"NO TO: How many people, including yourself, live in your household?: Prefer not to say",2,NO TO: How many children under 18 are currently living in your household?: Prefer not to say.,High school or less,"$60,001 to $80,000",English (USA)
